nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount,bimok
22249566,"2021년 1월 사업소 물재생센터 중랑물재생센터 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249566,사업소,물재생센터,중랑물재생센터,,,2021,1,,,,"중랑물재생센터 운영과","2021-01-07 00:00","가장맛있는족발 장한평역점","운영과 직원 간담회비","운영과장 외 3명",카드,100000,
22249566,"2021년 1월 사업소 물재생센터 중랑물재생센터 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249566,사업소,물재생센터,중랑물재생센터,,,2021,1,,,,"중랑물재생센터 관리과","2021-01-07 00:00","복성각 시청점","물재생시설 개선관련 업무협의","소장외 2명",제로페이,110000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-29 12:22","봉연당(중구 정동길 17)","2021년 서울시 재정 및 예산운영 연구 분석보고서 추진방향 논의 관련 간담회비 집행","예산정책담당관 등 4명",제로페이,56000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-28 18:40","봉연당(중구 정동길 17)","현안업무 추진 직원 격려 간담회 비용 지급","예산정책담당관 등 4명",카드,120000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-28 18:39","봉연당(중구 정동길 17)","제2회 지식재산전문가 릴레이 토론회 간담회 비용 집행","김경 의원 등 4명",카드,120000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-27 12:11","무교동낙지(중구 덕수궁길 7)","예산과 정책 제36호 발간 관련 간담회비 집행","예산정책담당관 등 4명",제로페이,56000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-26 15:06","빚은 정동점(중구 정동길 5)","전출직원 격려 다과비 지급","예산정책담당관 등 4명",카드,28000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-25 14:13","빚은 정동점(중구 정동길 5)","전출직원 격려 다과비 지급","예산정책담당관 등 4명",카드,28000,
22265207,"2021년 1월 의회사무처 예산정책담당관 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/22265207,의회사무처,예산정책담당관,,,,2021,1,,,,"의회사무처 예산정책담당관","2021-01-21 15:28","서울시청연금매점(중구 덕수궁길 15)","부서운영 소모품 구입","예산정책담당관 등 14명",카드,100000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-29 12:06","짱이네 (서울특별시 중구 무교로6)","공사장 동절기 한파 및 화재예방 안전점검업무협의 간담회개최","시설안전과장외 3명",제로페이,28000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-28 12:08","만복림 (서울시 중구 무교로 17-17)","공사장안전점검 개선사항논의 간담회개최비용지급","시설안전과장외 3명",제로페이,44000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-27 12:03","원주추어탕 (서울시 중구 무교로 17-27)","재난대응체계 운영실태점검 간담회비 지급","시설안전과장외 3명",제로페이,50000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-26 12:14","참숯골(서울시 중구 무교로 16)","안전진단전문기관 실태조사추진관련 간담회비 지급","시설안전과장외 3명",제로페이,39000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-25 12:10","원주추어탕 (서울시 중구 무교로 17-27)","시책사업 홍보활성화제고방안 논의 등 관련 간담회비 지급","시설안전과장외 3명",제로페이,42000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-22 12:24","연타발(서울시 중구 남대문로9길24)","주요시책사업 현황분석관련 논의등 간담회개최비용 지급","시설안전과장외 3명",제로페이,100000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-21 12:14","장군보쌈(서울시 중구 무교로 16)","안전어사대 안전점검 추진사항검토논의 간담회비 지급","시설안전과장외 3명",제로페이,34000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-19 12:23","보돌미역(서울시 중구 세종대로136)","의원요구자료 검토 등 간담회개최비용 지급개최","시설안전과장외 3명",제로페이,60000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-18 12:02","신가원설렁탕 (서울시 중구 을지로1길 10)","공사장 동절기 한파 및 화재예방 안전점검업무협의 간담회개최","시설안전과장외 3명",제로페이,46000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-15 12:09","무교소호정 (중구 무교로17-25)","시설안전 예방활동 관련 간담회개최비용 지급","시설안전과장외 3명",제로페이,75000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-14 12:08","장군보쌈 (중구 무교동 19)","공사장 동절기 한파 및 화재예방 안전점검업무협의 간담회개최","시설안전과장외 2명",카드,26000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-11 12:08","원주추어탕 (중구 무교로17-27)","취약가구안전점검 개선방안검토 간담회개최비용 지급","시설안전과장외 3명",카드,42000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-04 12:16","맷돌로만 (중구 다동길16)","신년도 업무계획수립 간담회비지급","시설안전과장외 3명",카드,32000,
22276543,"2021년 1월 서울시본청 안전총괄실 안전총괄관 시설안전과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22276543,서울시본청,안전총괄실,안전총괄관,시설안전과,,2021,1,,,,"안전총괄실 시설안전과","2021-01-08 13:39","남산집 (중구 무교동 신라1호)","신년 업무보고자료검토 간담회비 지급","시설안전과장외 3명",카드,106000,
22219298,"2021년 1월 사업소 보건환경연구원 생활환경연구부 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/22219298,사업소,보건환경연구원,생활환경연구부,,,2021,1,,,,"보건환경연구원 생활환경연구부","2021-01-13 14:37","㈜이마트 양재점(서초구 매헌로 16)","1월 부서운영업무추진비 지출","생활환경연구부장, 실내환경팀 부서운영  물품 구매",제로페이,182160,
22219298,"2021년 1월 사업소 보건환경연구원 생활환경연구부 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/22219298,사업소,보건환경연구원,생활환경연구부,,,2021,1,,,,"보건환경연구원 생활환경연구부","2021-01-13 15:32","㈜이마트 양재점(서초구 매헌로 16)","1월 부서운영업무추진비 지출","시민생활연구팀 부서운영  물품 구매",제로페이,83080,
22219298,"2021년 1월 사업소 보건환경연구원 생활환경연구부 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/22219298,사업소,보건환경연구원,생활환경연구부,,,2021,1,,,,"보건환경연구원 생활환경연구부","2021-01-14 13:37","㈜이마트 양재점(서초구 매헌로 16)","1월 부서운영업무추진비 지출","산업환경팀, 입자연구팀 부서운영  물품 구매",제로페이,164060,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-29 14:42","롯데마트 (중구 한강대로 45)","부서물품 구입","시설관리부 36명",카드,55800,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-29 12:14","태정숯불갈비 (중구 중림동 473-2)","상수도 누수복구(왕숙교) 관련 노고 직원 격려","시설관리부장 등 4명",제로페이,120000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-27 20:54","토키 (서대문구 충정로4길 3)","상수도 누수복구 간담회","시설관리부장 등 4명",제로페이,81000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-27 11:58","태정숯불갈비 (중구 중림동 473-2)","상수도 GIS 모바일시스템 구축 관련 간담회","시설관리부장 등 4명",제로페이,46000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-26 12:16","독박골 (서대문구 서소문로 61-7)","GIS 모바일시스템 구축 관련 간담회","시설관리부장 등 3명",제로페이,68000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-21 20:36","오리마당 (중구 세종대로 92))","상수도 GIS DB 정확도 개선 관련 간담회","시설관리부장 등 4명",제로페이,97000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-20 12:25","부원복집 (중구 서소문로6길 34)","상수도 누수복구 간담회","시설관리부장 등 4명",제로페이,59000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-19 12:17","태정숯불갈비 (중구 중림동 473-2)","GIS 모바일시스템 구축 관련 간담회","시설관리부장 등 4명",제로페이,46000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-14 21:03","토키 (서대문구 충정로4길 3)","DB정확도 개선에 따른 간담회","시설관리부장 등 4명",제로페이,81000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-14 12:26","어촌수산 (서대문구 서소문로 63)","상수도 누수복구 간담회","시설관리부장 등 4명",제로페이,82000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-12 12:16","태정숯불갈비 (중구 중림동 473-2)","DB정확도 개선에 따른 간담회","시설관리부장 등 3명",제로페이,46000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-11 21:13","어도횟집 (서대문구 충정로 6안길 4)","상수도 누수복구 간담회","시설관리부장 등 4명",제로페이,120000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-11 12:13","백암토종순대 (서대문구 충정로2길 26)","DB정확도 개선에 따른 간담회","시설관리부장 등 3명",제로페이,48000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-11 10:20","지수마트 (관악구 조원중앙로1가 55)","부서물품 구입","시설관리부 36명",카드,515000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-08 12:27","어촌수산 (서대문구 서소문로 63)","상수도 누수복구 간담회","시설관리부장 등 4명",제로페이,90000,
22249569,"2021년 1월 사업소 상수도사업본부 본부 시설관리부 업무추진비 - 전체",http://opengov.seoul.go.kr/public/22249569,사업소,상수도사업본부,본부,시설관리부,,2021,1,,,,"상수도사업본부 시설관리부","2021-01-07 12:47","황토골옹기집 (서대문구 서소문로 21)","상수도 GIS DB 정확도 개선 간담회","시설관리부장 등 3명",카드,37000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-27 12:42","서평옥(중구 서소문로 124)","통합심의위원회 개최 관계자 간담회","주택공급과장 외 3명",제로페이,40500,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-26 12:33","곰국시집(중구 무교로 24)","청년주택 현안 업무 추진 관계자 간담회","주택공급과장 외 3명",제로페이,56000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-25 12:33","창고43(중구 서소문로 120)","사회주택 현안 업무 추진 관계자 간담회","주택공급과장 외 3명",제로페이,46000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-22 12:28","청송옥(중구 서소문로11길 14)","역세권 공공임대주택 사업 사업 추진 관계자 간담회","주택공급과장 외 2명",제로페이,27000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-19 12:20","차이797( 중구 서소문로 120 ENA Center 빌딩 지하 1층)","청년주택 사업 추진 관계자 간담회","주택공급과장 외 3명",제로페이,65500,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-14 12:17","삼우정(중구 서소문로 134-12)","사전검토단회의 개최 관계자 간담회","주택공급과장 외 3명",제로페이,75000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-13 12:39","강서면옥(중구 세종대로11길 35)","운영자문위원회 개최 관계자 간담회","주택공급과장 외 3명",제로페이,60000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-12 12:24","서라벌(서소문로 101-1 대건빌딩)","통합심의위원회 개최 관계자 간담회","주택공급과장 외 3명",제로페이,60000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-11 12:12","잼배옥(중구 세종대로9길 68-9)","사회주택 현안 업무 추진 관계자 간담회","주택공급과장 외 2명",제로페이,34000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-08 12:05","서평옥(중구 서소문로 124)","역세권 공공임대주택 공급 활성화 방안 회의 관계자 간담회","주택공급과장 외 1명",제로페이,23000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-07 12:11","고레카레(중구 서소문로 124)","공동체주택 공급 활성화 방안 회의 관계자 간담회","주택공급과장 외 2명",제로페이,35000,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-06 12:33","호아빈(중구 서소문로 139)","사회주택 공급 활성화 방안 회의 관계자 간담회","주택공급과장 외 3명",제로페이,47500,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-05 12:25","차이797( 중구 서소문로 120 ENA Center 빌딩 지하 1층)","청년주택 공급 활성화 방안 회의 관계자 간담회","주택공급과장 외 3명",제로페이,64500,
22257647,"2021년 1월 서울시본청 주택건축본부 주택공급과 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/22257647,서울시본청,주택건축본부,주택공급과,,,2021,1,,,,"주택건축본부 주택공급과","2021-01-04 12:15","테이도우(중구 서소문로11길 6 2층 테이도우)","내발산동 공공기숙사 활성화 방안 회의 관계자 간담회","주택공급과장 외 3명",제로페이,45000,
22266049,"2021년 1월 사업소 서울종합방재센터 종합상황실 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/22266049,사업소,서울종합방재센터,종합상황실,,,2021,1,,,,"서울종합방재센터 종합상황실","2021-01-22 10:37","서울시청 별관매점","부서운영을 위한 다과류 구매","종합상황실 160명",제로페이,352800,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-29 00:00",대상자사무실,"1월 경조사비","외국인다문화담당관 류경희 과장 등 3명",현금,150000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-29 00:00",성동가정대리점,"내방객 응접 및 회의운영 음료 구입비 지급","내방객 다수",현금,83000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-25 00:00","민생경제 지원 현장","코로나19 대응 관련 현장방문에 따른 격려금 지급",-,현금,500000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-23 00:00","서울시립대 생활치료센터","코로나19 대응 관련 현장방문에 따른 격려금 지급",-,현금,1000000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-22 00:00",성동종합재가센터,"코로나19 대응 관련 현장방문에 따른 격려금 지급",-,현금,500000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-08 00:00","서울역쪽방상담소 등","사회복지시설 현장방문에 따른 성금 지급",-,현금,2000000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-07 17:20","제설대책재난안전본부 등","비상근무 직원 격려금 지급",-,현금,1000000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-07 09:58","예원플라워(동작구 현충로 150)","근조화환 설치비 지급",-,카드,150000,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-04 00:00","신청사 구내식당","신년맞이 현안업무 추진직원(신청사) 격려비용 지출","신청사 근무직원 1,115명",제로페이,3902500,
22276550,"2021년 1월 서울시본청 행정1부시장 업무추진비 - 기관운영 부서운영",http://opengov.seoul.go.kr/public/22276550,서울시본청,행정1부시장,,,,2021,1,,,,행정1부시장실,"2021-01-04 00:00","서소문청사 구내식당","신년맞이 현안업무 추진직원(서소문청사) 격려비용 지출","서소문청사 근무직원 1,030명",제로페이,3605000,
